what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738499871169
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1738499882768
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738499889844
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1738499890996
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738499891828
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738499907403
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1738499910477
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500002536
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500006206
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738500007198
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500010168
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500011860
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1738500023266
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500025057
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500052882
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500053750
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500055369
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500059371
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500060835
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500063026
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500064161
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500066275
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500067198
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500070315
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500073808
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500075846
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500077031
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500078554
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500079510
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500086014
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500087044
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500087653
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738500092605
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738500096174
